points,start,relief_start,player,player_id,team_id,scoring_period_id,matchup_id,lineup_id,in_lineup,pitcher,batter
10,FALSE,FALSE,Hunter Renfroe,33205,11,17,2,5,TRUE,FALSE,TRUE
1,FALSE,FALSE,Alex Verdugo,33786,11,17,2,5,TRUE,FALSE,TRUE
-1,FALSE,FALSE,Randy Arozarena,36488,11,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Javier Baez,32127,11,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Luis Urias,35383,11,17,2,16,FALSE,FALSE,FALSE
2,FALSE,FALSE,Chris Taylor,32900,11,17,2,2,TRUE,FALSE,TRUE
0,FALSE,FALSE,Yusei Kikuchi,41415,11,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Aaron Civale,40934,11,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Cristian Javier,41261,11,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Carlos Hernandez,41233,11,17,2,15,TRUE,TRUE,FALSE
26,TRUE,FALSE,Nestor Cortes,36480,11,17,2,15,TRUE,TRUE,FALSE
3,FALSE,FALSE,Wilmer Flores,30627,11,17,2,16,FALSE,FALSE,FALSE
4,FALSE,FALSE,Brad Miller,32206,11,17,2,7,TRUE,FALSE,TRUE
5,FALSE,FALSE,Hunter Dozier,33233,11,17,2,5,TRUE,FALSE,TRUE
1,FALSE,FALSE,Tyler Wade,33878,11,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Max Scherzer,28976,13,17,2,14,TRUE,TRUE,FALSE
12,FALSE,FALSE,Mike Trout,30836,13,17,2,5,TRUE,FALSE,TRUE
-1,FALSE,FALSE,Pete Alonso,37498,13,17,2,12,TRUE,FALSE,FALSE
0,FALSE,FALSE,Justin Verlander,6341,13,17,2,14,TRUE,TRUE,FALSE
6,FALSE,FALSE,George Springer,32078,13,17,2,5,TRUE,FALSE,TRUE
1,FALSE,FALSE,Josh Bell,32517,13,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Luis Robert,39631,13,17,2,16,FALSE,FALSE,FALSE
0.5,FALSE,FALSE,Kyle Schwarber,33712,13,17,2,5,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Joey Votto,28670,13,17,2,1,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jonathan India,41171,13,17,2,16,FALSE,FALSE,FALSE
-0.5,FALSE,FALSE,Franmil Reyes,33339,13,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Tyler O'Neill,34168,13,17,2,16,FALSE,FALSE,FALSE
10.5,FALSE,FALSE,Willson Contreras,32532,13,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Pablo Lopez,39671,13,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Yoan Moncada,33984,13,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Trent Grisham,34995,13,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Ryan McMahon,33247,13,17,2,3,TRUE,FALSE,TRUE
7.5,FALSE,FALSE,J.P. Crawford,33210,13,17,2,4,TRUE,FALSE,TRUE
6,FALSE,FALSE,Andrew Kittredge,35872,13,17,2,15,TRUE,TRUE,FALSE
18,TRUE,FALSE,Garrett Whitlock,39674,13,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Steven Matz,33106,13,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,David Bednar,38303,13,17,2,16,FALSE,FALSE,FALSE
3,FALSE,FALSE,Jurickson Profar,31117,13,17,2,6,TRUE,FALSE,TRUE
5.5,FALSE,FALSE,Jonathan Schoop,31988,13,17,2,2,TRUE,FALSE,TRUE
3.5,FALSE,FALSE,Will Smith,31549,13,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Tony Gonsolin,38958,13,17,2,14,TRUE,TRUE,FALSE
1,FALSE,FALSE,Shohei Ohtani,39832,14,17,2,12,TRUE,FALSE,FALSE
-1,FALSE,FALSE,Rafael Devers,33859,14,17,2,3,TRUE,FALSE,TRUE
0,FALSE,FALSE,Lucas Giolito,32697,14,17,2,16,FALSE,FALSE,FALSE
-0.5,FALSE,FALSE,Bryan Reynolds,38980,14,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Charlie Morton,29155,14,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,DJ LeMahieu,30765,14,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jacob deGrom,32796,14,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Blake Snell,33748,14,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Ryan Pressly,33072,14,17,2,16,FALSE,FALSE,FALSE
-2.5,FALSE,FALSE,C.J. Cron,32155,14,17,2,1,TRUE,FALSE,TRUE
13,FALSE,FALSE,Austin Meadows,33197,14,17,2,5,TRUE,FALSE,TRUE
5.5,FALSE,FALSE,Tommy Edman,39907,14,17,2,5,TRUE,FALSE,TRUE
7.5,TRUE,FALSE,Ian Anderson,40916,14,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Giovanny Gallegos,36050,14,17,2,15,TRUE,TRUE,FALSE
4.5,FALSE,FALSE,Willy Adames,33675,14,17,2,6,TRUE,FALSE,TRUE
2.5,FALSE,FALSE,Taylor Rogers,33671,14,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Carlos Carrasco,28968,14,17,2,14,TRUE,TRUE,FALSE
-1,FALSE,FALSE,Sean Murphy,33557,14,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Zack Greinke,5883,14,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Triston McKenzie,34954,14,17,2,14,TRUE,TRUE,FALSE
1,FALSE,FALSE,Jeremy Pena,41273,14,17,2,4,TRUE,FALSE,TRUE
1,FALSE,FALSE,Andrew Vaughn,42394,14,17,2,5,TRUE,FALSE,TRUE
5.5,FALSE,FALSE,Connor Joe,35440,14,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Owen Miller,41187,14,17,2,2,TRUE,FALSE,TRUE
0,FALSE,FALSE,Merrill Kelly,32968,14,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Daniel Bard,30158,14,17,2,15,TRUE,TRUE,FALSE
-1,FALSE,FALSE,Juan Soto,36969,1,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Freddy Peralta,39825,1,17,2,14,TRUE,TRUE,FALSE
2.5,FALSE,FALSE,Bo Bichette,38904,1,17,2,4,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Nolan Arenado,31261,1,17,2,12,TRUE,FALSE,FALSE
4,FALSE,FALSE,Nick Castellanos,31187,1,17,2,5,TRUE,FALSE,TRUE
2,FALSE,FALSE,Trevor Story,32150,1,17,2,6,TRUE,FALSE,TRUE
2,FALSE,FALSE,Whit Merrifield,32422,1,17,2,2,TRUE,FALSE,TRUE
6,FALSE,FALSE,Jesse Winker,32833,1,17,2,5,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Giancarlo Stanton,30583,1,17,2,5,TRUE,FALSE,TRUE
0.5,FALSE,FALSE,Matt Chapman,33857,1,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Hyun Jin Ryu,32582,1,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Luis Severino,33263,1,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Mike Clevinger,32769,1,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Jon Gray,33203,1,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Luke Voit,35201,1,17,2,1,TRUE,FALSE,TRUE
7,FALSE,FALSE,Eugenio Suarez,32367,1,17,2,3,TRUE,FALSE,TRUE
0,FALSE,FALSE,Zach Plesac,42169,1,17,2,14,TRUE,TRUE,FALSE
-0.5,FALSE,FALSE,Adam Duvall,32664,1,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Trevor Bauer,32014,1,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Gregory Soto,39804,1,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Jake McGee,28959,1,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Jameson Taillon,31258,1,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,MacKenzie Gore,39636,1,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Miles Mikolas,32116,1,17,2,14,TRUE,TRUE,FALSE
0.5,FALSE,FALSE,Austin Nola,32961,1,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Michael King,40429,1,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Walker Buehler,39251,12,17,2,14,TRUE,TRUE,FALSE
0.5,FALSE,FALSE,Freddie Freeman,30193,12,17,2,1,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Yordan Alvarez,36018,12,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Kevin Gausman,32667,12,17,2,14,TRUE,TRUE,FALSE
2.5,FALSE,FALSE,Carlos Correa,32653,12,17,2,4,TRUE,FALSE,TRUE
0,FALSE,FALSE,Nathan Eovaldi,31174,12,17,2,14,TRUE,TRUE,FALSE
3,FALSE,FALSE,Yasmani Grandal,30950,12,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Eloy Jimenez,33867,12,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Luis Garcia,4684365,12,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Trevor Rogers,39640,12,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Justin Turner,29607,12,17,2,3,TRUE,FALSE,TRUE
4,FALSE,FALSE,Michael Brantley,30043,12,17,2,5,TRUE,FALSE,TRUE
3,FALSE,FALSE,Bobby Witt Jr.,42403,12,17,2,6,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jack Flaherty,33837,12,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Scott Barlow,32156,12,17,2,15,TRUE,TRUE,FALSE
1,FALSE,FALSE,Mike Yastrzemski,33341,12,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Kolten Wong,32061,12,17,2,2,TRUE,FALSE,TRUE
0,FALSE,FALSE,Corey Knebel,33206,12,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Andrew McCutchen,28701,12,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Stephen Strasburg,30373,12,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Hunter Greene,39635,12,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,David Robertson,29172,12,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Brad Keller,35292,12,17,2,14,TRUE,TRUE,FALSE
3,FALSE,FALSE,Jesus Sanchez,39957,12,17,2,12,TRUE,FALSE,FALSE
0,FALSE,FALSE,Frank Schwindel,34714,12,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Wil Crowe,40957,12,17,2,16,FALSE,FALSE,FALSE
-2,FALSE,FALSE,Mookie Betts,33039,5,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Aaron Nola,33709,5,17,2,14,TRUE,TRUE,FALSE
-0.5,FALSE,FALSE,Wander Franco,40929,5,17,2,4,TRUE,FALSE,TRUE
27,TRUE,FALSE,Frankie Montas,33249,5,17,2,14,TRUE,TRUE,FALSE
5,FALSE,FALSE,Paul Goldschmidt,31027,5,17,2,1,TRUE,FALSE,TRUE
7,FALSE,FALSE,Josh Hader,32760,5,17,2,15,TRUE,TRUE,FALSE
4,FALSE,FALSE,Daulton Varsho,40963,5,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Chris Bassitt,33148,5,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Cody Bellinger,33912,5,17,2,5,TRUE,FALSE,TRUE
15.5,FALSE,FALSE,Ty France,35591,5,17,2,2,TRUE,FALSE,TRUE
1,FALSE,FALSE,Rhys Hoskins,35291,5,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Sonny Gray,32082,5,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Kenley Jansen,29630,5,17,2,15,TRUE,TRUE,FALSE
-1,FALSE,FALSE,Eddie Rosario,31944,5,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Adam Wainwright,5403,5,17,2,14,TRUE,TRUE,FALSE
2.5,FALSE,FALSE,Randal Grichuk,31399,5,17,2,5,TRUE,FALSE,TRUE
4,FALSE,FALSE,Jeimer Candelario,32531,5,17,2,3,TRUE,FALSE,TRUE
0.5,FALSE,FALSE,Eduardo Escobar,30272,5,17,2,6,TRUE,FALSE,TRUE
9,FALSE,FALSE,Ian Happ,34945,5,17,2,5,TRUE,FALSE,TRUE
26,TRUE,FALSE,Kyle Hendricks,33173,5,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Eric Hosmer,30993,5,17,2,12,TRUE,FALSE,FALSE
0,FALSE,FALSE,Drew Rasmussen,42584,5,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Yandy Diaz,33481,5,17,2,16,FALSE,FALSE,FALSE
9.5,TRUE,FALSE,Jose Urquidy,35759,5,17,2,16,FALSE,FALSE,FALSE
0.5,FALSE,FALSE,Mitch Garver,33667,5,17,2,16,FALSE,FALSE,FALSE
12.5,TRUE,FALSE,Cal Quantrill,39875,5,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Corbin Burnes,39878,6,17,2,14,TRUE,TRUE,FALSE
0.5,FALSE,FALSE,Manny Machado,31097,6,17,2,3,TRUE,FALSE,TRUE
5,TRUE,FALSE,Zack Wheeler,31267,6,17,2,14,TRUE,TRUE,FALSE
-1.5,FALSE,FALSE,Max Muncy,33303,6,17,2,1,TRUE,FALSE,TRUE
0.5,FALSE,FALSE,Corey Seager,32691,6,17,2,4,TRUE,FALSE,TRUE
0,FALSE,FALSE,Dylan Cease,34943,6,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,J.D. Martinez,31065,6,17,2,5,TRUE,FALSE,TRUE
1.5,FALSE,FALSE,Brandon Lowe,39961,6,17,2,6,TRUE,FALSE,TRUE
0,FALSE,FALSE,Eduardo Rodriguez,32675,6,17,2,14,TRUE,TRUE,FALSE
8,FALSE,FALSE,Josh Donaldson,29563,6,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Gary Sanchez,31095,6,17,2,16,FALSE,FALSE,FALSE
1.5,FALSE,FALSE,Marcell Ozuna,31668,6,17,2,5,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Mark Canha,31670,6,17,2,5,TRUE,FALSE,TRUE
11.5,TRUE,FALSE,Alex Wood,32620,6,17,2,14,TRUE,TRUE,FALSE
-2.5,FALSE,FALSE,Tommy Pham,31208,6,17,2,5,TRUE,FALSE,TRUE
14.5,TRUE,FALSE,Noah Syndergaard,31730,6,17,2,14,TRUE,TRUE,FALSE
6,FALSE,FALSE,Jeff McNeil,33900,6,17,2,2,TRUE,FALSE,TRUE
2.5,FALSE,FALSE,Jarred Kelenic,41150,6,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Patrick Sandoval,40975,6,17,2,16,FALSE,FALSE,FALSE
6,FALSE,FALSE,Camilo Doval,41337,6,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Jonathan Loaisiga,39807,6,17,2,15,TRUE,TRUE,FALSE
2,FALSE,FALSE,Aaron Hicks,31253,6,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Lance McCullers Jr.,32764,6,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Jake Diekman,32178,6,17,2,15,TRUE,TRUE,FALSE
8.5,FALSE,FALSE,Robbie Grossman,31385,6,17,2,12,TRUE,FALSE,FALSE
-1,FALSE,FALSE,Omar Narvaez,34254,6,17,2,0,TRUE,FALSE,TRUE
1.5,FALSE,FALSE,Bryce Harper,30951,9,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Ronald Acuna Jr.,36185,9,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Logan Webb,41216,9,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Max Fried,32685,9,17,2,14,TRUE,TRUE,FALSE
1,FALSE,FALSE,Francisco Lindor,32129,9,17,2,4,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,J.T. Realmuto,32177,9,17,2,0,TRUE,FALSE,TRUE
4,FALSE,FALSE,Austin Riley,34982,9,17,2,3,TRUE,FALSE,TRUE
0,FALSE,FALSE,Aroldis Chapman,30442,9,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Clayton Kershaw,28963,9,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Marcus Stroman,32815,9,17,2,14,TRUE,TRUE,FALSE
13.5,FALSE,FALSE,Byron Buxton,32655,9,17,2,5,TRUE,FALSE,TRUE
-1,FALSE,FALSE,Nelson Cruz,6242,9,17,2,12,TRUE,FALSE,FALSE
24,TRUE,FALSE,Tarik Skubal,42409,9,17,2,14,TRUE,TRUE,FALSE
6.5,FALSE,FALSE,Charlie Blackmon,31084,9,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Trey Mancini,33351,9,17,2,1,TRUE,FALSE,TRUE
15.5,FALSE,FALSE,Jazz Chisholm Jr.,41433,9,17,2,6,TRUE,FALSE,TRUE
-1,FALSE,FALSE,Adam Frazier,33546,9,17,2,2,TRUE,FALSE,TRUE
0,FALSE,FALSE,AJ Pollock,30699,9,17,2,5,TRUE,FALSE,TRUE
3,FALSE,FALSE,Joc Pederson,31392,9,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jesus Luzardo,39667,9,17,2,16,FALSE,FALSE,FALSE
3,FALSE,FALSE,Gavin Lux,40423,9,17,2,5,TRUE,FALSE,TRUE
0.5,FALSE,FALSE,Aaron Loup,32397,9,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Michael Wacha,32640,9,17,2,16,FALSE,FALSE,FALSE
15,TRUE,FALSE,Dylan Bundy,32094,9,17,2,14,TRUE,TRUE,FALSE
-11.5,FALSE,FALSE,Spencer Strider,4307825,9,17,2,15,TRUE,TRUE,FALSE
2,FALSE,FALSE,Daniel Vogelbach,32851,9,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Shane Bieber,40912,2,17,2,14,TRUE,TRUE,FALSE
1.5,FALSE,FALSE,Matt Olson,32767,2,17,2,1,TRUE,FALSE,TRUE
0,FALSE,FALSE,Aaron Judge,33192,2,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jose Altuve,31662,2,17,2,16,FALSE,FALSE,FALSE
4.5,FALSE,FALSE,Salvador Perez,31127,2,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Framber Valdez,36581,2,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Sean Manaea,33244,2,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Fernando Tatis Jr.,35983,2,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Shane McClanahan,41199,2,17,2,14,TRUE,TRUE,FALSE
9,FALSE,FALSE,Seiya Suzuki,4142424,2,17,2,5,TRUE,FALSE,TRUE
1,FALSE,FALSE,Tim Anderson,33184,2,17,2,6,TRUE,FALSE,TRUE
2.5,FALSE,FALSE,Joey Gallo,32818,2,17,2,5,TRUE,FALSE,TRUE
4.5,FALSE,FALSE,Jorge Soler,32558,2,17,2,5,TRUE,FALSE,TRUE
2,FALSE,FALSE,Gleyber Torres,33804,2,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Jordan Romano,36380,2,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Marco Gonzales,33158,2,17,2,14,TRUE,TRUE,FALSE
-1,FALSE,FALSE,Nathaniel Lowe,40538,2,17,2,7,TRUE,FALSE,TRUE
0,FALSE,FALSE,Brandon Nimmo,32159,2,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Mark Melancon,29446,2,17,2,15,TRUE,TRUE,FALSE
7,FALSE,FALSE,Luis Arraez,39572,2,17,2,2,TRUE,FALSE,TRUE
4.5,FALSE,FALSE,Travis d'Arnaud,29951,2,17,2,12,TRUE,FALSE,FALSE
0,FALSE,FALSE,Kyle Wright,39652,2,17,2,14,TRUE,TRUE,FALSE
-1.5,FALSE,FALSE,Ji-Man Choi,31779,2,17,2,16,FALSE,FALSE,FALSE
4,FALSE,FALSE,Joey Wendle,33017,2,17,2,4,TRUE,FALSE,TRUE
5.5,FALSE,FALSE,Patrick Wisdom,32861,2,17,2,3,TRUE,FALSE,TRUE
2,FALSE,FALSE,Clay Holmes,32827,2,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Gerrit Cole,32081,8,17,2,14,TRUE,TRUE,FALSE
3,FALSE,FALSE,Kyle Tucker,34967,8,17,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Julio Urias,33223,8,17,2,14,TRUE,TRUE,FALSE
6.5,FALSE,FALSE,Alex Bregman,34886,8,17,2,3,TRUE,FALSE,TRUE
-0.5,FALSE,FALSE,Ketel Marte,32512,8,17,2,2,TRUE,FALSE,TRUE
1,FALSE,FALSE,Anthony Rendon,32098,8,17,2,7,TRUE,FALSE,TRUE
3.5,FALSE,FALSE,Liam Hendriks,31755,8,17,2,15,TRUE,TRUE,FALSE
-5.5,FALSE,FALSE,Emmanuel Clase,41743,8,17,2,16,FALSE,FALSE,FALSE
5,FALSE,FALSE,Raisel Iglesias,33618,8,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,German Marquez,34874,8,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Zac Gallen,39910,8,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Edwin Diaz,35394,8,17,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Chris Sale,30948,8,17,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Shane Baz,39639,8,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Michael Conforto,33711,8,17,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Logan Gilbert,41221,8,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,Keibert Ruiz,38827,8,17,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Bailey Ober,3107919,8,17,2,14,TRUE,TRUE,FALSE
0,FALSE,FALSE,David Fletcher,35156,8,17,2,4,TRUE,FALSE,TRUE
3.5,FALSE,FALSE,Anthony Santander,36084,8,17,2,5,TRUE,FALSE,TRUE
2.5,FALSE,FALSE,Amed Rosario,33215,8,17,2,6,TRUE,FALSE,TRUE
-1.5,FALSE,FALSE,Brandon Belt,30901,8,17,2,1,TRUE,FALSE,TRUE
1,FALSE,FALSE,Christian Vazquez,31389,8,17,2,12,TRUE,FALSE,FALSE
2,FALSE,FALSE,David Peralta,33384,8,17,2,5,TRUE,FALSE,TRUE
4,FALSE,FALSE,Pavin Smith,40767,8,17,2,5,TRUE,FALSE,TRUE
1.5,FALSE,FALSE,Myles Straw,39105,8,17,2,5,TRUE,FALSE,TRUE
1.5,FALSE,FALSE,Jose Ramirez,32801,7,18,2,3,TRUE,FALSE,TRUE
18.5,TRUE,FALSE,Robbie Ray,32175,7,18,2,14,TRUE,TRUE,FALSE
4,FALSE,FALSE,Marcus Semien,32146,7,18,2,2,TRUE,FALSE,TRUE
0,FALSE,FALSE,Joe Musgrove,34848,7,18,2,14,TRUE,TRUE,FALSE
3,FALSE,FALSE,Jose Abreu,33095,7,18,2,1,TRUE,FALSE,TRUE
6.5,FALSE,FALSE,Cedric Mullins,35578,7,18,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Tyler Mahle,34973,7,18,2,14,TRUE,TRUE,FALSE
-0.5,FALSE,FALSE,Dansby Swanson,34895,7,18,2,4,TRUE,FALSE,TRUE
0,FALSE,FALSE,Teoscar Hernandez,33377,7,18,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Mitch Haniger,32771,7,18,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Anthony DeSclafani,33180,7,18,2,16,FALSE,FALSE,FALSE
4.5,FALSE,FALSE,Jared Walsh,35673,7,18,2,7,TRUE,FALSE,TRUE
2,FALSE,FALSE,Jean Segura,31037,7,18,2,6,TRUE,FALSE,TRUE
2,FALSE,FALSE,Ryan Mountcastle,34940,7,18,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Ranger Suarez,39817,7,18,2,14,TRUE,TRUE,FALSE
2,FALSE,FALSE,Andrew Benintendi,34986,7,18,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Tyler Stephenson,34975,7,18,2,0,TRUE,FALSE,TRUE
-2,FALSE,FALSE,Matt Barnes,32147,7,18,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Kyle Gibson,31053,7,18,2,14,TRUE,TRUE,FALSE
-1,FALSE,FALSE,Adolis Garcia,35537,7,18,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Lou Trivino,35844,7,18,2,15,TRUE,TRUE,FALSE
3.5,FALSE,FALSE,Brandon Crawford,30469,7,18,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Joe Ryan,42450,7,18,2,14,TRUE,TRUE,FALSE
1.5,FALSE,FALSE,Kendall Graveman,33636,7,18,2,15,TRUE,TRUE,FALSE
0,FALSE,FALSE,Oscar Mercado,35170,7,18,2,5,TRUE,FALSE,TRUE
3.5,FALSE,FALSE,Thairo Estrada,36485,7,18,2,12,TRUE,FALSE,FALSE
5,FALSE,FALSE,Vladimir Guerrero Jr.,35002,4,18,2,1,TRUE,FALSE,TRUE
0,FALSE,FALSE,Sandy Alcantara,35241,4,18,2,14,TRUE,TRUE,FALSE
4,FALSE,FALSE,Ozzie Albies,33783,4,18,2,2,TRUE,FALSE,TRUE
0.5,FALSE,FALSE,Xander Bogaerts,31606,4,18,2,4,TRUE,FALSE,TRUE
0,FALSE,FALSE,Lance Lynn,30820,4,18,2,16,FALSE,FALSE,FALSE
0,FALSE,FALSE,Luis Castillo,35124,4,18,2,17,FALSE,FALSE,FALSE
0,FALSE,FALSE,Will Smith,38309,4,18,2,0,TRUE,FALSE,TRUE
0,FALSE,FALSE,Alek Manoah,42436,4,18,2,14,TRUE,TRUE,FALSE
9.5,FALSE,FALSE,Anthony Rizzo,30782,4,18,2,7,TRUE,FALSE,TRUE
5.5,FALSE,FALSE,Starling Marte,30830,4,18,2,5,TRUE,FALSE,TRUE
3,FALSE,FALSE,Craig Kimbrel,30653,4,18,2,15,TRUE,TRUE,FALSE
3,FALSE,FALSE,Enrique Hernandez,31358,4,18,2,6,TRUE,FALSE,TRUE
0,FALSE,FALSE,Michael Kopech,33763,4,18,2,15,TRUE,TRUE,FALSE
9.5,FALSE,FALSE,Lourdes Gurriel Jr.,36040,4,18,2,5,TRUE,FALSE,TRUE
3,FALSE,FALSE,Dylan Carlson,39226,4,18,2,5,TRUE,FALSE,TRUE
0,FALSE,FALSE,Jordan Montgomery,38173,4,18,2,14,TRUE,TRUE,FALSE
4,FALSE,FALSE,Max Kepler,31870,4,18,2,5,TRUE,FALSE,TRUE
2.5,FALSE,FALSE,Ke'Bryan Hayes,35020,4,18,2,3,TRUE,FALSE,TRUE
6.5,FALSE,FALSE,Austin Hays,36928,4,18,2,16,FALSE,FALSE,FALSE
