team_ix,matchup_id,player,player_id,n_games,n_points,team_id
3,1,Craig Kimbrel,30653,1,1.5,13
3,1,Anthony Rizzo,30782,NA,20,13
4,1,Esteury Ruiz,39680,NA,8.5,4
4,1,Logan Webb,41216,NA,19,4
4,1,Adley Rutschman,42178,NA,32.5,4
4,1,Brusdar Graterol,40965,4,2,4
4,1,Jeffrey Springs,35397,NA,63,4
4,1,Jose Leclerc,33926,3,14.5,4
4,1,Adam Frazier,33546,NA,18.5,4
4,1,Ke'Bryan Hayes,35020,NA,10,4
4,1,John Schreiber,39949,5,19,4
4,1,Mookie Betts,33039,NA,30,4
4,1,Marcus Semien,32146,NA,18.5,4
4,1,Max Muncy,33303,NA,12.5,4
4,1,Isaac Paredes,39706,NA,27,4
4,1,Jordan Montgomery,38173,NA,36.5,4
4,1,Andrew Heaney,32672,NA,-12,4
4,1,Michael Kopech,33763,NA,-4.5,4
4,1,Charlie Morton,29155,NA,1,4
4,1,Zach Eflin,32804,NA,15,4
4,1,Michael Harris II,42470,NA,9.5,4
4,1,Oscar Gonzalez,39400,NA,5.5,4
4,1,Jose Miranda,41000,NA,11,4
4,1,Grayson Rodriguez,41196,NA,11,4
4,1,Aaron Nola,33709,NA,14.5,4
4,1,Paul Goldschmidt,31027,NA,26.5,4
4,1,Trevor Larnach,41205,NA,0,4
4,1,Luis Urias,35383,NA,0,4
4,1,Lane Thomas,36409,NA,6.5,4
4,1,Alex Verdugo,33786,NA,32.5,4
4,1,Kyle Finnegan,36543,1,-3,4
4,1,Amed Rosario,33215,NA,11.5,4
5,1,Ji Hwan Bae,40896,NA,-0.5,2
5,1,Mike Clevinger,32769,NA,0,2
5,1,Myles Straw,39105,NA,7.5,2
5,1,Pete Fairbanks,42180,2,5,2
5,1,Brandon Crawford,30469,NA,1,2
5,1,Trey Mancini,33351,NA,7.5,2
5,1,Ty France,35591,NA,38.5,2
5,1,Lourdes Gurriel Jr.,36040,NA,0.5,2
5,1,Yandy Diaz,33481,NA,30,2
5,1,Jon Berti,32273,NA,-0.5,2
5,1,Jason Adam,32145,3,8.5,2
5,1,Jonathan India,41171,NA,26,2
5,1,Shohei Ohtani,39832,NA,NA,2
5,1,Spencer Torkelson,4424286,NA,18.5,2
5,1,Brandon Nimmo,32159,NA,24,2
5,1,Alejandro Kirk,42081,NA,9,2
5,1,Wander Franco,40929,NA,45.5,2
5,1,Ryan Helsley,39909,3,7,2
5,1,Framber Valdez,36581,NA,35,2
5,1,Nick Pivetta,36071,NA,14.5,2
5,1,Dustin May,40937,NA,49.5,2
5,1,Eric Lauer,39915,NA,7.5,2
5,1,Joey Wiemer,4417134,NA,1,2
5,1,Austin Meadows,33197,NA,6.5,2
5,1,Jake McCarthy,41197,NA,18,2
5,1,Shane McClanahan,41199,NA,42.5,2
5,1,Bryson Stott,42417,NA,2.5,2
5,1,Trent Grisham,34995,NA,0.5,2
5,1,Luis Rengifo,37237,NA,-2,2
5,1,Ezequiel Tovar,4905919,NA,2.5,2
5,1,Seth Lugo,34873,NA,18.5,2
5,1,Pete Alonso,37498,NA,43.5,2
5,1,Kolten Wong,32061,NA,4,2
5,1,Manuel Margot,33599,NA,20.5,2
6,1,Alek Manoah,42436,NA,20.5,14
6,1,Josh Bell,32517,NA,7,14
6,1,Gunnar Henderson,42507,NA,12,14
6,1,Vinnie Pasquantino,4109109,NA,22,14
6,1,Steven Kwan,41996,NA,29.5,14
6,1,Bryan De La Cruz,40787,NA,-0.5,14
6,1,Trevor Rogers,39640,NA,12.5,14
6,1,Kevin Gausman,32667,NA,46.5,14
6,1,Scott Barlow,32156,2,6.5,14
6,1,Tyler Stephenson,34975,NA,17.5,14
6,1,Andres Gimenez,37729,NA,41,14
6,1,Jose Siri,33954,NA,14.5,14
6,1,CJ Abrams,42402,NA,14,14
6,1,Corbin Carroll,42404,NA,27.5,14
6,1,Oscar Gonzalez,39400,NA,0,14
6,1,Jorge Mateo,33832,NA,16.5,14
6,1,Aaron Judge,33192,NA,40.5,14
6,1,Jose Berrios,32811,NA,0.5,14
6,1,Jordan Walker,4684778,NA,29.5,14
6,1,Jorge Soler,32558,NA,11.5,14
6,1,Robbie Ray,32175,NA,0,14
6,1,Brian Anderson,33776,NA,4,14
6,1,Ryan Pressly,33072,4,10.5,14
6,1,David Robertson,29172,3,13,14
6,1,Josh Hader,32760,4,26,14
6,1,German Marquez,34874,NA,24,14
6,1,Travis d'Arnaud,29951,NA,0,14
6,1,Javier Baez,32127,NA,0.5,14
6,1,Dylan Cease,34943,NA,47,14
7,NA,NA,NA,NA,NA,12
8,NA,NA,NA,NA,NA,11
9,NA,NA,NA,NA,NA,6
10,NA,NA,NA,NA,NA,1
11,NA,NA,NA,NA,NA,9
12,NA,NA,NA,NA,NA,14
13,NA,NA,NA,NA,NA,11
14,NA,NA,NA,NA,NA,7
15,NA,NA,NA,NA,NA,5
16,NA,NA,NA,NA,NA,8
17,NA,NA,NA,NA,NA,13
18,NA,NA,NA,NA,NA,4
19,NA,NA,NA,NA,NA,12
20,NA,NA,NA,NA,NA,1
21,NA,NA,NA,NA,NA,9
22,NA,NA,NA,NA,NA,14
23,NA,NA,NA,NA,NA,2
24,NA,NA,NA,NA,NA,4
25,NA,NA,NA,NA,NA,1
26,NA,NA,NA,NA,NA,6
27,NA,NA,NA,NA,NA,11
28,NA,NA,NA,NA,NA,7
29,NA,NA,NA,NA,NA,5
30,NA,NA,NA,NA,NA,8
31,NA,NA,NA,NA,NA,12
32,NA,NA,NA,NA,NA,14
33,NA,NA,NA,NA,NA,2
34,NA,NA,NA,NA,NA,4
35,NA,NA,NA,NA,NA,13
36,NA,NA,NA,NA,NA,8
37,NA,NA,NA,NA,NA,14
38,NA,NA,NA,NA,NA,9
39,NA,NA,NA,NA,NA,1
40,NA,NA,NA,NA,NA,6
41,NA,NA,NA,NA,NA,11
42,NA,NA,NA,NA,NA,7
43,NA,NA,NA,NA,NA,12
44,NA,NA,NA,NA,NA,4
45,NA,NA,NA,NA,NA,13
46,NA,NA,NA,NA,NA,8
47,NA,NA,NA,NA,NA,5
48,NA,NA,NA,NA,NA,7
49,NA,NA,NA,NA,NA,4
50,NA,NA,NA,NA,NA,2
51,NA,NA,NA,NA,NA,14
52,NA,NA,NA,NA,NA,9
53,NA,NA,NA,NA,NA,1
54,NA,NA,NA,NA,NA,6
55,NA,NA,NA,NA,NA,12
56,NA,NA,NA,NA,NA,8
57,NA,NA,NA,NA,NA,5
58,NA,NA,NA,NA,NA,7
59,NA,NA,NA,NA,NA,11
60,NA,NA,NA,NA,NA,6
61,NA,NA,NA,NA,NA,8
62,NA,NA,NA,NA,NA,13
63,NA,NA,NA,NA,NA,4
64,NA,NA,NA,NA,NA,2
65,NA,NA,NA,NA,NA,14
66,NA,NA,NA,NA,NA,9
67,NA,NA,NA,NA,NA,12
68,NA,NA,NA,NA,NA,7
69,NA,NA,NA,NA,NA,11
70,NA,NA,NA,NA,NA,6
71,NA,NA,NA,NA,NA,1
72,NA,NA,NA,NA,NA,9
73,NA,NA,NA,NA,NA,7
74,NA,NA,NA,NA,NA,5
75,NA,NA,NA,NA,NA,8
76,NA,NA,NA,NA,NA,13
77,NA,NA,NA,NA,NA,4
78,NA,NA,NA,NA,NA,2
79,NA,NA,NA,NA,NA,12
80,NA,NA,NA,NA,NA,6
81,NA,NA,NA,NA,NA,1
82,NA,NA,NA,NA,NA,9
83,NA,NA,NA,NA,NA,14
84,NA,NA,NA,NA,NA,2
85,NA,NA,NA,NA,NA,6
86,NA,NA,NA,NA,NA,11
87,NA,NA,NA,NA,NA,7
88,NA,NA,NA,NA,NA,5
89,NA,NA,NA,NA,NA,8
90,NA,NA,NA,NA,NA,13
91,NA,NA,NA,NA,NA,12
92,NA,NA,NA,NA,NA,9
93,NA,NA,NA,NA,NA,14
94,NA,NA,NA,NA,NA,2
95,NA,NA,NA,NA,NA,4
96,NA,NA,NA,NA,NA,13
97,NA,NA,NA,NA,NA,9
98,NA,NA,NA,NA,NA,1
99,NA,NA,NA,NA,NA,6
100,NA,NA,NA,NA,NA,11
101,NA,NA,NA,NA,NA,7
102,NA,NA,NA,NA,NA,5
103,NA,NA,NA,NA,NA,12
104,NA,NA,NA,NA,NA,2
105,NA,NA,NA,NA,NA,4
106,NA,NA,NA,NA,NA,13
107,NA,NA,NA,NA,NA,8
108,NA,NA,NA,NA,NA,5
109,NA,NA,NA,NA,NA,2
110,NA,NA,NA,NA,NA,14
111,NA,NA,NA,NA,NA,9
112,NA,NA,NA,NA,NA,1
113,NA,NA,NA,NA,NA,6
114,NA,NA,NA,NA,NA,11
115,NA,NA,NA,NA,NA,12
116,NA,NA,NA,NA,NA,13
117,NA,NA,NA,NA,NA,8
118,NA,NA,NA,NA,NA,5
119,NA,NA,NA,NA,NA,7
120,NA,NA,NA,NA,NA,11
121,NA,NA,NA,NA,NA,13
122,NA,NA,NA,NA,NA,4
123,NA,NA,NA,NA,NA,2
124,NA,NA,NA,NA,NA,14
125,NA,NA,NA,NA,NA,9
126,NA,NA,NA,NA,NA,1
1,1,Daulton Varsho,40963,NA,28,12
1,1,Reynaldo Lopez,33860,2,-1,12
1,1,Chris Taylor,32900,NA,1,12
1,1,Logan Gilbert,41221,NA,28,12
1,1,Merrill Kelly,32968,NA,19,12
1,1,Luis Robert Jr.,39631,NA,41.5,12
1,1,Gerrit Cole,32081,NA,56.5,12
1,1,Orlando Arcia,32530,NA,14.5,12
1,1,Nick Castellanos,31187,NA,24,12
1,1,Brady Singer,41172,NA,16.5,12
1,1,Nolan Gorman,41174,NA,6,12
1,1,Evan Phillips,37911,4,14.5,12
1,1,Masataka Yoshida,4872598,NA,30.5,12
1,1,Tyler Mahle,34973,NA,22,12
1,1,Ryan McMahon,33247,NA,8,12
1,1,Seranthony Dominguez,37793,1,-12,12
1,1,Garrett Mitchell,4313442,NA,1.5,12
1,1,Andres Munoz,40939,4,13.5,12
1,1,Hunter Brown,4717803,NA,3.5,12
1,1,DJ LeMahieu,30765,NA,21,12
1,1,Marcell Ozuna,31668,NA,-0.5,12
1,1,Luis Castillo,35124,NA,48,12
1,1,Giancarlo Stanton,30583,NA,30,12
1,1,Bo Bichette,38904,NA,40,12
1,1,Manny Machado,31097,NA,17.5,12
1,1,Josh Naylor,35066,NA,24.5,12
1,1,Mike Yastrzemski,33341,NA,27.5,12
1,1,Enrique Hernandez,31358,NA,-2,12
1,1,Matt Olson,32767,NA,47,12
2,1,Nestor Cortes,36480,NA,21,7
2,1,Francisco Lindor,32129,NA,24.5,7
2,1,Luis Garcia,4684365,NA,5,7
2,1,Alexis Diaz,4905920,3,11,7
2,1,James Outman,41802,NA,25.5,7
2,1,Jake Cronenworth,36364,NA,24,7
2,1,Joe Ryan,42450,NA,39,7
2,1,Willson Contreras,32532,NA,10,7
2,1,Kris Bryant,33172,NA,20.5,7
2,1,Tyler Anderson,32151,NA,21.5,7
2,1,Brice Turang,41179,NA,2,7
2,1,C.J. Cron,32155,NA,24.5,7
2,1,Andrew McCutchen,28701,NA,14.5,7
2,1,Bobby Witt Jr.,42403,NA,18,7
2,1,A.J. Minter,36133,5,20,7
2,1,Michael Conforto,33711,NA,26,7
2,1,Spencer Strider,4307825,NA,39.5,7
2,1,Freddie Freeman,30193,NA,36,7
2,1,Yordan Alvarez,36018,NA,41.5,7
2,1,Miles Mikolas,32116,NA,0,7
2,1,Mark Canha,31670,NA,10.5,7
2,1,Rafael Montero,32631,5,12,7
2,1,Pablo Lopez,39671,NA,48.5,7
2,1,Ryan Mountcastle,34940,NA,29,7
2,1,Jean Segura,31037,NA,-3,7
3,1,Oswaldo Cabrera,40835,NA,2,11
3,1,Corey Kluber,30981,NA,11.5,11
3,1,Brandon Woodruff,37515,NA,40.5,11
3,1,Brandon Drury,32269,NA,4.5,11
3,1,Josh Rojas,40718,NA,23.5,11
3,1,Shane Bieber,40912,NA,39,11
3,1,Alec Bohm,41169,NA,26,11
3,1,Luis Arraez,39572,NA,27.5,11
3,1,William Contreras,39895,NA,8.5,11
3,1,Oneil Cruz,39712,NA,28,11
3,1,Michael Kopech,33763,NA,22.5,11
3,1,Wilmer Flores,30627,NA,15,11
3,1,Tommy Edman,39907,NA,11,11
3,1,Whit Merrifield,32422,NA,16.5,11
3,1,Matt Carpenter,31015,NA,16.5,11
3,1,Aroldis Chapman,30442,4,23.5,11
3,1,Andrew Benintendi,34986,NA,23.5,11
3,1,Taylor Ward,34923,NA,34,11
3,1,Jose Urquidy,35759,NA,12.5,11
3,1,Kyle Freeland,33839,NA,25,11
3,1,Kyle Schwarber,33712,NA,16,11
3,1,Max Scherzer,28976,NA,17,11
3,1,Hayden Wesneski,42996,NA,5,11
3,1,Taijuan Walker,31864,NA,8.5,11
3,1,Cedric Mullins,35578,NA,31,11
3,1,Domingo German,33660,NA,10,11
3,1,Craig Kimbrel,30653,2,-7.5,11
4,1,Josh Jung,42437,NA,10,6
4,1,Corbin Burnes,39878,NA,-0.5,6
4,1,Trey Mancini,33351,NA,0.5,6
4,1,Yusei Kikuchi,41415,NA,11,6
4,1,Jurickson Profar,31117,NA,3.5,6
4,1,George Springer,32078,NA,28,6
4,1,Byron Buxton,32655,NA,23,6
4,1,Jhoan Duran,41109,3,16,6
4,1,Miguel Vargas,42453,NA,22.5,6
4,1,Salvador Perez,31127,NA,23,6
4,1,Kyle Tucker,34967,NA,36.5,6
4,1,Brandon Lowe,39961,NA,31,6
4,1,Andrew Vaughn,42394,NA,26,6
4,1,Anthony Rendon,32098,NA,5.5,6
4,1,Zack Wheeler,31267,NA,15,6
4,1,Eduardo Rodriguez,32675,NA,11,6
4,1,Chris Sale,30948,NA,3,6
4,1,Austin Riley,34982,NA,28,6
4,1,Michael King,40429,3,10,6
4,1,Alex Cobb,31086,NA,31.5,6
4,1,Rowdy Tellez,34287,NA,13.5,6
4,1,Ezequiel Tovar,4905919,NA,1.5,6
4,1,Xander Bogaerts,31606,NA,43.5,6
4,1,Lucas Giolito,32697,NA,1,6
4,1,Jeremy Pena,41273,NA,29,6
4,1,Dylan Carlson,39226,NA,3,6
4,1,Kenley Jansen,29630,3,15,6
4,1,Jarred Kelenic,41150,NA,0.5,6
4,1,Max Kepler,31870,NA,7,6
4,1,Jonathan Loaisiga,39807,1,4,6
5,1,Jesse Winker,32833,NA,13.5,1
5,1,Matt Chapman,33857,NA,50.5,1
5,1,Carlos Santana,30280,NA,23.5,1
5,1,Willy Adames,33675,NA,23,1
5,1,Jurickson Profar,31117,NA,0.5,1
5,1,Dansby Swanson,34895,NA,27,1
5,1,Oscar Colas,4987420,NA,2.5,1
5,1,Blake Snell,33748,NA,6,1
5,1,Sean Murphy,33557,NA,0.5,1
5,1,Trayce Thompson,30743,NA,-0.5,1
5,1,J.D. Martinez,31065,NA,32,1
5,1,Ronald Acuna Jr.,36185,NA,44.5,1
5,1,Clayton Kershaw,28963,NA,31.5,1
5,1,Lance Lynn,30820,NA,5,1
5,1,Kendall Graveman,33636,4,6.5,1
5,1,Jorge Lopez,33833,5,25,1
5,1,Juan Soto,36969,NA,34.5,1
5,1,Kodai Senga,4142421,NA,17,1
5,1,Trevor Stephan,41003,1,2.5,1
5,1,Cristian Javier,41261,NA,27.5,1
5,1,Jorge Soler,32558,NA,1.5,1
5,1,Eugenio Suarez,32367,NA,23,1
5,1,Edward Cabrera,40944,NA,9.5,1
5,1,Anthony Volpe,42547,NA,-2.5,1
5,1,Mike Trout,30836,NA,47.5,1
5,1,Ozzie Albies,33783,NA,14,1
5,1,Clarke Schmidt,41085,NA,2,1
5,1,Logan O'Hoppe,42047,NA,5.5,1
6,1,Paul Sewald,35009,5,15.5,9
6,1,Riley Greene,42179,NA,21,9
6,1,Nico Hoerner,41219,NA,20,9
6,1,Julio Urias,33223,NA,44.5,9
6,1,Devin Williams,33224,3,12,9
6,1,Adam Ottavino,29705,1,5,9
6,1,Gleyber Torres,33804,NA,37.5,9
6,1,Patrick Sandoval,40975,NA,28,9
6,1,Freddy Peralta,39825,NA,49,9
6,1,Sonny Gray,32082,NA,11,9
6,1,Julio Rodriguez,41044,NA,35,9
6,1,Adam Duvall,32664,NA,61,9
6,1,Nathaniel Lowe,40538,NA,24.5,9
6,1,Patrick Wisdom,32861,NA,5,9
6,1,Nolan Arenado,31261,NA,27,9
6,1,Lars Nootbaar,4448736,NA,3.5,9
6,1,Sandy Alcantara,35241,NA,51.5,9
6,1,Graham Ashcraft,4084179,NA,25,9
6,1,Marcus Stroman,32815,NA,51,9
6,1,J.T. Realmuto,32177,NA,13.5,9
6,1,Joey Gallo,32818,NA,24,9
6,1,Ron Marinaccio,4228723,2,4.5,9
6,1,Hunter Renfroe,33205,NA,31.5,9
6,1,Ha-Seong Kim,4089862,NA,24.5,9
6,1,Cody Bellinger,33912,NA,18.5,9
6,1,Josh Donaldson,29563,NA,6,9
7,NA,NA,NA,NA,NA,7
8,NA,NA,NA,NA,NA,5
9,NA,NA,NA,NA,NA,8
10,NA,NA,NA,NA,NA,13
11,NA,NA,NA,NA,NA,4
12,NA,NA,NA,NA,NA,2
13,NA,NA,NA,NA,NA,12
14,NA,NA,NA,NA,NA,6
15,NA,NA,NA,NA,NA,1
16,NA,NA,NA,NA,NA,9
17,NA,NA,NA,NA,NA,14
18,NA,NA,NA,NA,NA,2
19,NA,NA,NA,NA,NA,6
20,NA,NA,NA,NA,NA,11
21,NA,NA,NA,NA,NA,7
22,NA,NA,NA,NA,NA,5
23,NA,NA,NA,NA,NA,8
24,NA,NA,NA,NA,NA,13
25,NA,NA,NA,NA,NA,12
26,NA,NA,NA,NA,NA,9
27,NA,NA,NA,NA,NA,14
28,NA,NA,NA,NA,NA,2
29,NA,NA,NA,NA,NA,4
30,NA,NA,NA,NA,NA,13
31,NA,NA,NA,NA,NA,9
32,NA,NA,NA,NA,NA,1
33,NA,NA,NA,NA,NA,6
34,NA,NA,NA,NA,NA,11
35,NA,NA,NA,NA,NA,7
36,NA,NA,NA,NA,NA,5
37,NA,NA,NA,NA,NA,12
38,NA,NA,NA,NA,NA,2
39,NA,NA,NA,NA,NA,4
40,NA,NA,NA,NA,NA,13
41,NA,NA,NA,NA,NA,8
42,NA,NA,NA,NA,NA,5
43,NA,NA,NA,NA,NA,2
44,NA,NA,NA,NA,NA,14
45,NA,NA,NA,NA,NA,9
46,NA,NA,NA,NA,NA,1
47,NA,NA,NA,NA,NA,6
48,NA,NA,NA,NA,NA,11
49,NA,NA,NA,NA,NA,12
50,NA,NA,NA,NA,NA,13
51,NA,NA,NA,NA,NA,8
52,NA,NA,NA,NA,NA,5
53,NA,NA,NA,NA,NA,7
54,NA,NA,NA,NA,NA,11
55,NA,NA,NA,NA,NA,13
56,NA,NA,NA,NA,NA,4
57,NA,NA,NA,NA,NA,2
58,NA,NA,NA,NA,NA,14
59,NA,NA,NA,NA,NA,9
60,NA,NA,NA,NA,NA,1
61,NA,NA,NA,NA,NA,12
62,NA,NA,NA,NA,NA,5
63,NA,NA,NA,NA,NA,7
64,NA,NA,NA,NA,NA,11
65,NA,NA,NA,NA,NA,6
66,NA,NA,NA,NA,NA,1
67,NA,NA,NA,NA,NA,5
68,NA,NA,NA,NA,NA,8
69,NA,NA,NA,NA,NA,13
70,NA,NA,NA,NA,NA,4
71,NA,NA,NA,NA,NA,2
72,NA,NA,NA,NA,NA,14
73,NA,NA,NA,NA,NA,12
74,NA,NA,NA,NA,NA,11
75,NA,NA,NA,NA,NA,6
76,NA,NA,NA,NA,NA,1
77,NA,NA,NA,NA,NA,9
78,NA,NA,NA,NA,NA,14
79,NA,NA,NA,NA,NA,11
80,NA,NA,NA,NA,NA,7
81,NA,NA,NA,NA,NA,5
82,NA,NA,NA,NA,NA,8
83,NA,NA,NA,NA,NA,13
84,NA,NA,NA,NA,NA,4
85,NA,NA,NA,NA,NA,12
86,NA,NA,NA,NA,NA,1
87,NA,NA,NA,NA,NA,9
88,NA,NA,NA,NA,NA,14
89,NA,NA,NA,NA,NA,2
90,NA,NA,NA,NA,NA,4
91,NA,NA,NA,NA,NA,1
92,NA,NA,NA,NA,NA,6
93,NA,NA,NA,NA,NA,11
94,NA,NA,NA,NA,NA,7
95,NA,NA,NA,NA,NA,5
96,NA,NA,NA,NA,NA,8
97,NA,NA,NA,NA,NA,12
98,NA,NA,NA,NA,NA,14
99,NA,NA,NA,NA,NA,2
100,NA,NA,NA,NA,NA,4
101,NA,NA,NA,NA,NA,13
102,NA,NA,NA,NA,NA,8
103,NA,NA,NA,NA,NA,14
104,NA,NA,NA,NA,NA,9
105,NA,NA,NA,NA,NA,1
106,NA,NA,NA,NA,NA,6
107,NA,NA,NA,NA,NA,11
108,NA,NA,NA,NA,NA,7
109,NA,NA,NA,NA,NA,12
110,NA,NA,NA,NA,NA,4
111,NA,NA,NA,NA,NA,13
112,NA,NA,NA,NA,NA,8
113,NA,NA,NA,NA,NA,5
114,NA,NA,NA,NA,NA,7
115,NA,NA,NA,NA,NA,4
116,NA,NA,NA,NA,NA,2
117,NA,NA,NA,NA,NA,14
118,NA,NA,NA,NA,NA,9
119,NA,NA,NA,NA,NA,1
120,NA,NA,NA,NA,NA,6
121,NA,NA,NA,NA,NA,12
122,NA,NA,NA,NA,NA,8
123,NA,NA,NA,NA,NA,5
124,NA,NA,NA,NA,NA,7
125,NA,NA,NA,NA,NA,11
126,NA,NA,NA,NA,NA,6
1,NA,NA,NA,NA,NA,5
2,NA,NA,NA,NA,NA,8
3,NA,NA,NA,NA,NA,13
4,NA,NA,NA,NA,NA,4
5,NA,NA,NA,NA,NA,2
6,NA,NA,NA,NA,NA,14
7,2,Daulton Varsho,40963,NA,12,12
7,2,Logan Gilbert,41221,NA,25.5,12
7,2,Merrill Kelly,32968,NA,20.5,12
7,2,Luis Robert Jr.,39631,NA,9,12
7,2,Gerrit Cole,32081,NA,68.5,12
7,2,Orlando Arcia,32530,NA,8,12
7,2,Nick Castellanos,31187,NA,26,12
7,2,Brady Singer,41172,NA,-3,12
7,2,Nolan Gorman,41174,NA,1.5,12
7,2,Evan Phillips,37911,3,4.5,12
7,2,Josh Winckowski,4713488,1,2,12
7,2,Masataka Yoshida,4872598,NA,0.5,12
7,2,Scott Barlow,32156,3,-4,12
7,2,Brent Rooker,40926,NA,1,12
7,2,Jose Alvarado,36063,2,7,12
7,2,Mauricio Dubon,35304,NA,3.5,12
7,2,Eli Morgan,41324,1,2,12
7,2,Hunter Brown,4717803,NA,25,12
7,2,DJ LeMahieu,30765,NA,16,12
7,2,Trent Grisham,34995,NA,-1.5,12
7,2,Luis Castillo,35124,NA,50,12
7,2,Giancarlo Stanton,30583,NA,12.5,12
7,2,Bo Bichette,38904,NA,19,12
7,2,Manny Machado,31097,NA,9.5,12
7,2,Josh Naylor,35066,NA,2,12
7,2,Mike Yastrzemski,33341,NA,6.5,12
7,2,Enrique Hernandez,31358,NA,0.5,12
7,2,Chas McCormick,40574,NA,13,12
7,2,Matt Olson,32767,NA,21,12
8,2,Oswaldo Cabrera,40835,NA,6,11
8,2,Wilmer Flores,30627,NA,8.5,11
8,2,Tommy Edman,39907,NA,11.5,11
8,2,Whit Merrifield,32422,NA,9,11
8,2,Nick Pivetta,36071,NA,-3,11
8,2,Matt Carpenter,31015,NA,-0.5,11
8,2,Aroldis Chapman,30442,2,8.5,11
8,2,Andrew Benintendi,34986,NA,11.5,11
8,2,Taylor Ward,34923,NA,8,11
8,2,Brandon Drury,32269,NA,4.5,11
8,2,Josh Rojas,40718,NA,13.5,11
8,2,Kyle Freeland,33839,NA,17,11
8,2,Max Scherzer,28976,NA,18.5,11
8,2,Shane Bieber,40912,NA,30,11
8,2,Kyle Schwarber,33712,NA,35,11
8,2,Alec Bohm,41169,NA,25,11
8,2,Luis Arraez,39572,NA,29.5,11
8,2,William Contreras,39895,NA,8,11
8,2,Cedric Mullins,35578,NA,30,11
8,2,Zack Greinke,5883,NA,12.5,11
8,2,Domingo German,33660,NA,30,11
8,2,Sean Manaea,33244,NA,5.5,11
9,2,Esteury Ruiz,39680,NA,16.5,6
9,2,Wandy Peralta,36036,1,4.5,6
9,2,Josh Jung,42437,NA,9.5,6
9,2,Corbin Burnes,39878,NA,34,6
9,2,Trey Mancini,33351,NA,7,6
9,2,John Schreiber,39949,1,4.5,6
9,2,Jurickson Profar,31117,NA,11,6
9,2,George Springer,32078,NA,19.5,6
9,2,Byron Buxton,32655,NA,6,6
